subject,session,task,n_trials,n_sm_channels,b00,b01,b02,b03,b04,b05,b06,b07,b08,b09,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23
sub-014,ses-03,motorimagery,19,9,-0.812088,-1.16502,-0.95658,-0.846179,-0.93112,-0.903575,-0.714748,-0.936126,-0.826655,-0.833833,-0.84499,-0.906824,-0.839567,-0.860335,-0.670289,-0.894006,-0.699294,-0.827954,-0.886777,-0.769948,-0.953647,-0.897767,-0.669702,-1.02342
sub-015,ses-01,activemotor,19,9,-1.08621,-1.0431,-0.95195,-0.905337,-1.09989,-1.15708,-1.10348,-0.986955,-1.04632,-1.03424,-1.0394,-1.00703,-0.999614,-1.13543,-1.08777,-0.965341,-1.13561,-1.07726,-1.00299,-1.32856,-0.970489,-0.905105,-0.995642,-1.16935
sub-015,ses-01,motorimagery,19,9,-1.12096,-0.967484,-1.06384,-0.955963,-0.979474,-0.986053,-1.07489,-1.25488,-1.06288,-1.04653,-1.0849,-1.19413,-1.10577,-0.996856,-0.909691,-0.925209,-1.06931,-0.972699,-0.948766,-0.946439,-1.19555,-0.984323,-0.940432,-0.908282
sub-015,ses-02,activemotor,19,9,-1.26143,-1.14331,-1.02067,-0.894523,-1.10755,-0.919668,-1.05195,-0.874857,-1.0844,-0.997255,-1.16298,-0.938681,-1.09592,-1.10585,-1.12745,-1.1132,-1.09162,-1.0176,-1.09556,-0.825181,-1.01252,-0.941752,-0.977172,-1.05699
sub-015,ses-02,motorimagery,19,9,-0.883879,-1.10444,-1.06451,-0.979623,-0.944779,-0.970678,-1.02665,-1.01455,-0.940062,-1.05183,-0.995474,-1.04087,-0.955813,-1.01439,-0.994728,-1.06547,-1.05892,-0.845615,-0.928066,-1.03536,-0.941635,-1.01283,-1.06439,-0.911476
sub-015,ses-03,motorimagery,19,9,-0.782245,-1.01847,-1.01083,-1.04191,-0.845826,-1.04091,-0.794452,-0.915687,-0.945332,-1.08243,-1.0125,-1.09271,-0.830863,-1.10618,-0.964207,-1.04223,-1.1151,-1.27858,-1.05654,-1.33058,-1.19793,-1.13512,-1.14098,-1.16749
sub-016,ses-01,activemotor,19,9,-0.872704,-0.861872,-0.72303,-1.0289,-0.699995,-0.918667,-0.826736,-0.856391,-0.815871,-2.58062,-2.16872,-2.47123,-2.24673,-2.51922,-2.29637,-1.1441,-0.712566,-0.962467,-0.668277,-2.53423,-0.701087,-2.32235,-2.22404,-2.47387
sub-016,ses-01,motorimagery,19,9,-0.849224,-0.981938,-0.75423,-1.00414,-0.892855,-1.06958,-0.799149,-1.01322,-0.669058,-0.929485,-0.878004,-0.967429,-0.840082,-1.07332,-0.818145,-1.16411,-0.815445,-1.27179,-0.869002,-1.12489,-0.842141,-0.940829,-0.754687,-0.899582
sub-016,ses-01,passivemotor,19,9,-1.00083,-1.13244,-0.816361,-0.962707,-0.957334,-0.958924,-0.966744,-1.24954,-1.03673,-1.09622,-0.980805,-1.23341,-0.963824,-1.2065,-1.01081,-1.11164,-0.984108,-1.15781,-0.94311,-1.20016,-1.0145,-1.15758,-0.995363,-1.07945
sub-016,ses-02,activemotor,19,9,-0.818209,-1.02164,-0.718576,-1.11961,-0.891995,-1.02032,-0.966697,-1.06626,-0.883571,-1.10053,-0.7896,-1.21858,-1.15137,-1.03255,-0.811312,-0.923808,-0.868197,-1.02115,-0.902253,-1.17628,-0.957871,-0.974687,-0.83447,-0.976884
sub-016,ses-02,motorimagery,19,9,-0.771807,-0.931361,-0.903306,-1.06185,-0.778201,-1.00985,-0.895368,-1.11793,-0.925668,-1.06935,-0.844913,-1.01292,-0.930051,-1.19684,-0.864735,-1.01472,-0.803001,-0.970956,-0.781799,-0.913713,-0.880439,-0.917166,-0.766897,-1.03948
sub-016,ses-02,passivemotor,19,9,-0.931417,-1.1184,-0.829417,-1.06571,-0.878801,-1.06758,-0.911778,-1.03477,-0.945786,-1.09555,-1.00569,-1.39064,-0.769614,-1.14223,-1.06551,-1.3253,-0.929577,-1.22028,-1.00072,-1.11661,-0.854296,-1.29472,-0.86434,-1.15303
sub-016,ses-03,activemotor,19,9,-2.34117,-2.50033,-0.693768,-1.00005,-0.8733,-1.46253,-2.38429,-2.63881,-2.32776,-2.49331,-2.46367,-2.51999,-2.39806,-2.63827,-2.40076,-1.14632,-0.816317,-1.11413,-2.43168,-2.51285,-3.92816,-3.98582,-3.84642,-2.47579
sub-016,ses-03,motorimagery,19,9,-0.829778,-1.0229,-0.680458,-0.905819,-0.851506,-1.04431,-0.618463,-1.04018,-0.790784,-1.13179,-0.809349,-1.08846,-0.656472,-0.946025,-0.749525,-0.932233,-0.777696,-1.03456,-0.703062,-1.02076,-0.864945,-1.09778,-0.74409,-1.04524
sub-017,ses-01,activemotor,19,9,-0.55555,-0.967091,-0.852815,-1.0081,-0.918122,-0.933649,-0.855943,-0.985158,-0.843702,-1.0959,-0.894782,-1.14517,-0.77011,-0.918829,-0.773101,-1.10504,-0.704937,-0.946934,-0.948557,-0.785915,-0.962883,-0.945367,-0.757256,-0.792719
sub-017,ses-01,motorimagery,19,9,-0.753512,-1.13741,-0.686995,-1.1619,-0.698789,-1.15301,-0.846491,-1.26248,-0.879136,-1.0374,-0.865357,-1.0781,-0.822253,-1.03593,-0.86573,-0.894137,-0.855753,-1.05482,-0.832511,-1.07264,-0.809856,-1.11465,-0.671594,-1.1128
sub-017,ses-01,passivemotor,19,9,-0.765219,-0.921098,-0.905348,-0.964466,-0.760382,-1.08961,-0.75896,-0.888303,-0.73683,-0.965018,-0.806793,-0.976895,-0.844138,-0.751456,-0.743319,-1.02145,-0.667338,-1.01508,-0.828382,-1.14524,-0.667755,-0.987127,-0.714109,-1.06622
sub-017,ses-02,activemotor,19,9,-0.878945,-1.08896,-0.868186,-0.952598,-0.860582,-1.11577,-0.837069,-1.03311,-0.882917,-1.11974,-0.800516,-0.95997,-0.890307,-1.06277,-0.798357,-0.910899,-0.608603,-1.11689,-0.736577,-0.981783,-0.850771,-1.15424,-0.802103,-0.844046
sub-017,ses-02,motorimagery,19,9,-2.37444,-1.23234,-0.944814,-1.0805,-0.732001,-1.02247,-0.960537,-1.26557,-1.02322,-1.19144,-0.85882,-1.20625,-0.914216,-1.10752,-0.896708,-0.989945,-0.925739,-1.14392,-0.883488,-1.14191,-0.776907,-1.17782,-0.968657,-1.24589
sub-017,ses-03,activemotor,19,9,-0.803922,-1.11676,-0.668647,-0.999525,-0.683593,-0.899448,-0.808932,-0.948055,-0.800092,-1.18634,-0.69647,-1.01569,-0.742798,-0.988765,-2.29298,-1.32442,-0.909871,-1.09129,-0.671338,-0.712969,-0.762092,-1.02775,-0.548239,-0.796163
sub-018,ses-01,activemotor,19,9,-0.981346,-1.00548,-0.976937,-0.935286,-1.05657,-0.981843,-0.851382,-0.927327,-0.843246,-0.937271,-0.668527,-0.886934,-0.986093,-0.857437,-0.937657,-0.889367,-0.844487,-0.932151,-0.87393,-0.901805,-0.895844,-0.869839,-0.744233,-0.84794
sub-018,ses-01,motorimagery,19,9,-0.821246,-0.793667,-0.935903,-0.977902,-0.967455,-0.953369,-0.931305,-1.07491,-0.70477,-1.06669,-0.900683,-0.976521,-0.968536,-0.894343,-0.798063,-0.88982,-0.841321,-1.03544,-0.763303,-1.18199,-0.926144,-0.904792,-0.876715,-0.958297
sub-018,ses-01,passivemotor,19,9,-0.807406,-0.983344,-0.833729,-0.875486,-0.824567,-0.791939,-0.829984,-0.925747,-0.786374,-0.86756,-0.830334,-1.12899,-0.869762,-0.900582,-0.992736,-0.976603,-0.959759,-0.970118,-0.909646,-1.16728,-0.835462,-1.0813,-0.718509,-0.957703
sub-018,ses-02,activemotor,19,9,-0.88065,-1.04037,-0.951912,-0.960277,-0.946092,-1.00193,-1.10051,-1.00213,-1.16763,-1.12042,-1.15895,-1.17588,-1.08927,-1.1696,-1.15242,-1.13556,-1.1022,-1.15164,-1.26288,-1.07501,-1.10443,-1.06272,-1.06884,-0.944423
sub-018,ses-02,motorimagery,19,9,-0.906402,-0.899812,-0.938858,-0.943328,-0.996882,-0.971996,-1.05311,-0.872656,-0.944052,-0.741076,-0.638221,-0.855025,-0.952118,-0.878253,-0.78972,-0.861491,-0.88066,-0.899551,-0.900317,-0.820503,-0.964363,-0.909675,-1.12046,-0.946353
sub-018,ses-02,passivemotor,19,9,-1.033,-0.951387,-1.09775,-0.896335,-0.992754,-1.06823,-1.13997,-1.06003,-1.08771,-1.01827,-1.3732,-1.14555,-1.17617,-1.13748,-1.19915,-0.997425,-1.15904,-1.07938,-1.29719,-1.22697,-1.24806,-1.00952,-1.18426,-1.0595
sub-019,ses-01,activemotor,19,9,-0.851253,-0.864803,-0.803808,-1.1007,-0.611681,-0.980286,-0.828302,-1.11513,-0.918337,-0.992794,-0.723383,-0.950272,-0.807717,-1.07961,-0.920869,-1.00397,-0.860308,-0.940506,-0.726799,-1.10598,-0.754327,-1.01319,-0.717363,-1.0791
sub-019,ses-01,motorimagery,19,9,-0.875216,-1.08898,-0.939217,-1.02132,-0.889667,-0.909336,-0.813399,-1.04401,-0.918691,-0.943162,-0.868137,-1.1223,-0.978977,-1.06272,-0.743493,-0.909826,-0.836874,-0.860675,-0.714725,-1.04576,-0.839068,-0.844105,-0.840791,-0.880086
sub-019,ses-01,passivemotor,19,9,-0.800855,-1.06324,-0.842876,-1.09236,-0.78768,-0.965218,-0.641257,-1.09518,-0.952434,-0.932172,-0.850407,-1.06048,-0.837949,-1.08547,-0.901646,-0.93157,-0.859756,-1.22079,-0.839389,-0.7128,-0.866463,-0.880944,-0.704545,-0.954984
sub-019,ses-02,activemotor,19,9,-1.12929,-0.816526,-1.03197,-0.748108,-0.985748,-0.778246,-0.982523,-0.783527,-0.909291,-0.845318,-1.12916,-0.927402,-1.04841,-0.943747,-0.995885,-0.903787,-0.899804,-0.90985,-0.957005,-0.871224,-0.975236,-0.751565,-0.913387,-0.954784
sub-019,ses-02,motorimagery,19,9,-1.06913,-0.805451,-1.00145,-0.94819,-1.1289,-0.983362,-1.07766,-0.991064,-1.12186,-0.916739,-0.991662,-0.871129,-0.96372,-0.831061,-0.98977,-1.0278,-0.844236,-0.733931,-0.930407,-0.609894,-1.06208,-0.721197,-1.12888,-0.761404
sub-019,ses-02,passivemotor,19,9,-0.963158,-0.82613,-1.05211,-0.798727,-1.03415,-0.692861,-1.13149,-0.807753,-0.949921,-0.64721,-0.883734,-0.772226,-0.94277,-0.902217,-1.10583,-0.601196,-0.904637,-0.941323,-1.03051,-0.71779,-0.861602,-0.859842,-0.921737,-0.752998
sub-019,ses-03,motorimagery,19,9,-0.881502,-1.02173,-0.925655,-0.983997,-0.938955,-1.00892,-0.969688,-1.22508,-0.812647,-1.15441,-1.02255,-0.893679,-0.897756,-0.92877,-0.852825,-1.01156,-1.02407,-1.2674,-0.94277,-1.12516,-0.910166,-1.02538,-1.00742,-1.02816
sub-019,ses-03,passivemotor,19,9,-0.800309,-0.954495,-0.747481,-0.972868,-0.868281,-1.04953,-0.834513,-0.937751,-0.684806,-1.01129,-0.864572,-0.93906,-0.815745,-0.813126,-0.680645,-1.03326,-0.744342,-0.959089,-0.792044,-0.927945,-0.819888,-1.02648,-0.875783,-1.0414
sub-020,ses-01,activemotor,19,9,-0.857471,-1.02034,-0.902138,-1.17962,-1.00367,-1.12435,-0.877392,-0.90922,-0.809874,-1.28313,-0.83475,-1.13951,-0.82118,-1.22338,-0.834831,-1.20206,-0.808889,-1.24483,-0.819968,-1.21255,-0.872321,-1.30837,-0.933468,-1.13549
sub-020,ses-01,motorimagery,19,9,-0.903399,-1.3083,-0.910434,-0.996201,-0.899331,-1.12807,-0.852625,-1.17979,-0.87212,-1.39449,-0.897718,-0.992751,-0.853162,-1.28589,-0.758845,-1.22053,-0.804891,-1.10793,-0.84693,-1.22426,-0.871567,-1.16617,-0.980738,-1.34081
sub-020,ses-01,passivemotor,19,9,-0.92335,-0.959308,-0.84735,-1.04286,-0.656897,-0.72756,-0.748934,-0.870131,-0.496038,-1.03432,-0.649733,-0.952085,-0.776545,-0.846447,-0.809247,-1.14064,-0.698266,-1.03076,-0.749018,-1.14307,-0.876032,-1.10914,-0.81631,-0.879861
sub-020,ses-02,activemotor,19,9,-0.886797,-1.08764,-0.683824,-1.20467,-0.731301,-0.987351,-0.671004,-1.02823,-0.746751,-1.1632,-0.929203,-0.989624,-0.794113,-0.983436,-0.735493,-0.973608,-0.581537,-1.03262,-0.839706,-0.987585,-0.632382,-1.15999,-0.717521,-0.947817
